1,1
2,-1
3,2
4,-2
5,3
6,-3
7,4
8,-4
9,5
10,4
11,4
12,5
13,7
14,10
15,14
16,19
17,25
18,32
19,40
20,38
21,37
22,37
23,38
24,40
25,43
26,47
27,52
28,58
29,65
30,62
31,60
32,59
33,59
34,60
35,62
36,65
37,69
38,74
39,80
40,76
41,73
42,71
43,70
44,70
45,71
46,73
47,76
48,80
49,85
50,80
51,76
52,73
53,71
54,70
55,70
56,71
57,73
58,76
59,80
60,74
61,69
62,65
63,62
64,60
65,59
66,59
67,60
68,62
69,65
70,58
71,52
72,47
73,43
74,40
75,38
76,37
77,37
78,38
79,40
80,32
81,25
82,19
83,14
84,10
85,7
86,5
87,4
88,4
89,5
90,-4
91,-12
92,-19
93,-25
94,-30
95,-34
96,-37
97,-39
98,-40
99,-40
100,-41
101,-39
102,-42
103,-38
104,-43
105,-37
106,-44
107,-36
108,-45
109,-35
110,-35
111,-34
112,-36
113,-33
114,-37
115,-32
116,-38
117,-31
118,-39
119,-30
120,-29
121,-29
122,-30
123,-28
124,-31
125,-27
126,-32
127,-26
128,-33
129,-25
130,-23
131,-24
132,-24
133,-23
134,-25
135,-22
136,-26
137,-21
138,-27
139,-20
140,-17
141,-19
142,-18
143,-18
144,-19
145,-17
146,-20
147,-16
148,-21
149,-15
150,-11
151,-14
152,-12
153,-13
154,-13
155,-12
156,-14
157,-11
158,-15
159,-10
160,-5
161,-9
162,-6
163,-8
164,-7
165,-7
166,-8
167,-6
168,-9
169,-5
170,1
171,-4
172,0
173,-3
174,-1
175,-2
176,-2
177,-1
178,-3
179,0
180,7
181,1
182,6
183,2
184,5
185,3
186,4
187,4
188,3
189,5
190,13
191,6
192,12
193,7
194,11
195,8
196,10
197,9
198,9
199,10
200,8
201,11
202,7
203,12
204,6
205,13
206,5
207,14
208,4
209,15
210,14
211,16
212,13
213,17
214,12
215,18
216,11
217,19
218,10
219,20
220,20
221,21
222,19
223,22
224,18
225,23
226,17
227,24
228,16
229,25
230,26
231,26
232,25
233,27
234,24
235,28
236,23
237,29
238,22
239,30
240,32
241,31
242,31
243,32
244,30
245,33
246,29
247,34
248,28
249,35
250,38
251,36
252,37
253,37
254,36
255,38
256,35
257,39
258,34
259,40
260,44
261,41
262,43
263,42
264,42
265,43
266,41
267,44
268,40
269,45
270,50
271,46
272,49
273,47
274,48
275,48
276,47
277,49
278,46
279,50
280,56
281,51
282,55
283,52
284,54
285,53
286,53
287,54
288,52
289,55
290,62
291,56
292,61
293,57
294,60
295,58
296,59
297,59
298,58
299,60
300,57
301,61
302,56
303,62
304,55
305,63
306,54
307,64
308,53
309,65
310,63
311,66
312,62
313,67
314,61
315,68
316,60
317,69
318,59
319,70
320,69
321,71
322,68
323,72
324,67
325,73
326,66
327,74
328,65
329,75
330,75
331,76
332,74
333,77
334,73
335,78
336,72
337,79
338,71
339,80
340,81
341,81
342,80
343,82
344,79
345,83
346,78
347,84
348,77
349,85
350,87
351,86
352,86
353,87
354,85
355,88
356,84
357,89
358,83
359,90
360,93
361,91
362,92
363,92
364,91
365,93
366,90
367,94
368,89
369,95
370,99
371,96
372,98
373,97
374,97
375,98
376,96
377,99
378,95
379,100
380,105
381,101
382,104
383,102
384,103
385,103
386,102
387,104
388,101
389,105
390,111
391,106
392,110
393,107
394,109
395,108
396,108
397,109
398,107
399,110
400,106
401,111
402,105
403,112
404,104
405,113
406,103
407,114
408,102
409,115
410,112
411,116
412,111
413,117
414,110
415,118
416,109
417,119
418,108
419,120
420,118
421,121
422,117
423,122
424,116
425,123
426,115
427,124
428,114
429,125
430,124
431,126
432,123
433,127
434,122
435,128
436,121
437,129
438,120
439,130
440,130
441,131
442,129
443,132
444,128
445,133
446,127
447,134
448,126
449,135
450,136
451,136
452,135
453,137
454,134
455,138
456,133
457,139
458,132
459,140
460,142
461,141
462,141
463,142
464,140
465,143
466,139
467,144
468,138
469,145
470,148
471,146
472,147
473,147
474,146
475,148
476,145
477,149
478,144
479,150
480,154
481,151
482,153
483,152
484,152
485,153
486,151
487,154
488,150
489,155
490,160
491,156
492,159
493,157
494,158
495,158
496,157
497,159
498,156
499,160
500,155
501,161
502,154
503,162
504,153
505,163
506,152
507,164
508,151
509,165
510,161
511,166
512,160
513,167
514,159
515,168
516,158
517,169
518,157
519,170
520,167
521,171
522,166
523,172
524,165
525,173
526,164
527,174
528,163
529,175
530,173
531,176
532,172
533,177
534,171
535,178
536,170
537,179
538,169
539,180
540,179
541,181
542,178
543,182
544,177
545,183
546,176
547,184
548,175
549,185
550,185
551,186
552,184
553,187
554,183
555,188
556,182
557,189
558,181
559,190
560,191
561,191
562,190
563,192
564,189
565,193
566,188
567,194
568,187
569,195
570,197
571,196
572,196
573,197
574,195
575,198
576,194
577,199
578,193
579,200
580,203
